行业,公司名称,企业行业,职责描述,ONET0,desc0,dist0,score0,ONET1,desc1,dist1,score1,ONET2,desc2,dist2,score2,ONET3,desc3,dist3,score3,ONET4,desc4,dist4,score4
医疗健康 / 医疗器械,数智医疗,医疗器械,1、协助总经理进行行业研究和市场分析，收集行业资料、分析并整合相关内容； 2、协助总经理撰写智能家居/睡眠科技等相关领域的科研报告； 3、为创新业务战略提供包括资料搜索、行业和政策研究和战略规划支持等一系列工作； 3、其他交办的事宜。,31-9092.00,在医生的指导下执行行政和一定的临床职责。行政职责可能包括时间安排、保持医疗记录、为保险目的编码和开具账单。临床职责可能包括测量和记录生命体征和病史、为检查准备患者、抽血，按医生指示给药。,0.5405116364313594,未评分,13-1081.00,分析和协调公司或组织的持续物流职能。负责产品的整个生命周期，包括采购、分配、内部配置、交付和最终资源处理。,0.5188046486635874,未评分,31-2022.00,在物理治疗师或物理治疗助理的密切监督下，在特定情况下只执行委派的、选择的或例行任务。这些职责包括为患者和治疗区域做准备。,0.512832040347826,未评分,41-1011.00,在一个零售单位或部门直接监督和协调零售销售人员的活动。职责可能包括管理职能，如采购、预算、会计和人事工作，以及监督职责。,0.5075609809522238,未评分,43-4051.00,与客户互动，提供关于产品和服务的基本或脚本信息以回答常规询问。可能处理和解决一般投诉。不包括主要职责是安装、销售、维修和技术支持的个人。,0.5059540460000403,未评分
医疗健康 / 制药,药明生物,制药,1、 负责DP17车间日常运行和生产活动；,31-9092.00,在医生的指导下执行行政和一定的临床职责。行政职责可能包括时间安排、保持医疗记录、为保险目的编码和开具账单。临床职责可能包括测量和记录生命体征和病史、为检查准备患者、抽血，按医生指示给药。,0.5405116364313594,未评分,13-1081.00,分析和协调公司或组织的持续物流职能。负责产品的整个生命周期，包括采购、分配、内部配置、交付和最终资源处理。,0.5188046486635874,未评分,31-2022.00,在物理治疗师或物理治疗助理的密切监督下，在特定情况下只执行委派的、选择的或例行任务。这些职责包括为患者和治疗区域做准备。,0.512832040347826,未评分,41-1011.00,在一个零售单位或部门直接监督和协调零售销售人员的活动。职责可能包括管理职能，如采购、预算、会计和人事工作，以及监督职责。,0.5075609809522238,未评分,43-4051.00,与客户互动，提供关于产品和服务的基本或脚本信息以回答常规询问。可能处理和解决一般投诉。不包括主要职责是安装、销售、维修和技术支持的个人。,0.5059540460000403,未评分
消费品 / 文娱用品/器材,玛特谷博防护科技(厦门)有限公司,文娱用品/器材,1. Fill in daily warehouse report,31-9092.00,在医生的指导下执行行政和一定的临床职责。行政职责可能包括时间安排、保持医疗记录、为保险目的编码和开具账单。临床职责可能包括测量和记录生命体征和病史、为检查准备患者、抽血，按医生指示给药。,0.5404831937050497,未评分,13-1081.00,分析和协调公司或组织的持续物流职能。负责产品的整个生命周期，包括采购、分配、内部配置、交付和最终资源处理。,0.5187429348416973,未评分,31-2022.00,在物理治疗师或物理治疗助理的密切监督下，在特定情况下只执行委派的、选择的或例行任务。这些职责包括为患者和治疗区域做准备。,0.5127766412619921,未评分,41-1011.00,在一个零售单位或部门直接监督和协调零售销售人员的活动。职责可能包括管理职能，如采购、预算、会计和人事工作，以及监督职责。,0.5074873659150003,未评分,43-4051.00,与客户互动，提供关于产品和服务的基本或脚本信息以回答常规询问。可能处理和解决一般投诉。不包括主要职责是安装、销售、维修和技术支持的个人。,0.5058903728764461,未评分
医疗健康 / 医药外包,康龙化成,医药外包,1、参与生物大分子药物下游工艺开发； 2、及时如实填写相关实验记录，完场各项目的实验报告和总结； 3、协助上级领导完成平台技术优化，行业前沿技术研究开发； 4、熟练使用相关仪器，定期进行仪器的维护和保养。,31-9092.00,在医生的指导下执行行政和一定的临床职责。行政职责可能包括时间安排、保持医疗记录、为保险目的编码和开具账单。临床职责可能包括测量和记录生命体征和病史、为检查准备患者、抽血，按医生指示给药。,0.5405116364313594,未评分,13-1081.00,分析和协调公司或组织的持续物流职能。负责产品的整个生命周期，包括采购、分配、内部配置、交付和最终资源处理。,0.5188046486635874,未评分,31-2022.00,在物理治疗师或物理治疗助理的密切监督下，在特定情况下只执行委派的、选择的或例行任务。这些职责包括为患者和治疗区域做准备。,0.512832040347826,未评分,41-1011.00,在一个零售单位或部门直接监督和协调零售销售人员的活动。职责可能包括管理职能，如采购、预算、会计和人事工作，以及监督职责。,0.5075609809522238,未评分,43-4051.00,与客户互动，提供关于产品和服务的基本或脚本信息以回答常规询问。可能处理和解决一般投诉。不包括主要职责是安装、销售、维修和技术支持的个人。,0.5059540460000403,未评分
医疗健康 / 制药,药明生物,制药,1. 蛋白中间体/偶联原液/无菌制剂生产工艺技术转移、规模放大支持和生产活动支持 2. 管理蛋白中间体/偶联原液/无菌制剂生产项目，统筹生产准备、客户沟通和项目交付 3. 协助建立DS/DP生产运营体系，包括但不限于运营文档/培训体系、项目生产进度跟进 4. 培训成为DS/DP项目function lead，与客户和内部部门协调，以促进成功的抗体/偶联原液/制剂GMP生产 5. 撰写GMP文档和演示文稿用于内部或者外部汇报 6. 绘制流程图并协助绘制业务流程，以识别改进机会 7. 协助分析生产过程中的数据、建立相关的模型 8. 协助进行客户审计以及准备审计笔记 9. 协助建立 DS/DP生产团队的培训材料和培训系统，并与现场和公司员工培训和发展政策保持一致 10. 执行分配的其他职责；,31-9092.00,在医生的指导下执行行政和一定的临床职责。行政职责可能包括时间安排、保持医疗记录、为保险目的编码和开具账单。临床职责可能包括测量和记录生命体征和病史、为检查准备患者、抽血，按医生指示给药。,0.5405135689352278,未评分,13-1081.00,分析和协调公司或组织的持续物流职能。负责产品的整个生命周期，包括采购、分配、内部配置、交付和最终资源处理。,0.5188207516495743,未评分,31-2022.00,在物理治疗师或物理治疗助理的密切监督下，在特定情况下只执行委派的、选择的或例行任务。这些职责包括为患者和治疗区域做准备。,0.512782400263969,未评分,41-1011.00,在一个零售单位或部门直接监督和协调零售销售人员的活动。职责可能包括管理职能，如采购、预算、会计和人事工作，以及监督职责。,0.5074857104214087,未评分,43-4051.00,与客户互动，提供关于产品和服务的基本或脚本信息以回答常规询问。可能处理和解决一般投诉。不包括主要职责是安装、销售、维修和技术支持的个人。,0.5059427263396834,未评分
消费品 / 文娱用品/器材,玛特谷博防护科技(厦门)有限公司,文娱用品/器材,1.Direct and coordinate procurement team related activities.,31-9092.00,在医生的指导下执行行政和一定的临床职责。行政职责可能包括时间安排、保持医疗记录、为保险目的编码和开具账单。临床职责可能包括测量和记录生命体征和病史、为检查准备患者、抽血，按医生指示给药。,0.5405116364313594,未评分,13-1081.00,分析和协调公司或组织的持续物流职能。负责产品的整个生命周期，包括采购、分配、内部配置、交付和最终资源处理。,0.5188046486635874,未评分,31-2022.00,在物理治疗师或物理治疗助理的密切监督下，在特定情况下只执行委派的、选择的或例行任务。这些职责包括为患者和治疗区域做准备。,0.512832040347826,未评分,41-1011.00,在一个零售单位或部门直接监督和协调零售销售人员的活动。职责可能包括管理职能，如采购、预算、会计和人事工作，以及监督职责。,0.5075609809522238,未评分,43-4051.00,与客户互动，提供关于产品和服务的基本或脚本信息以回答常规询问。可能处理和解决一般投诉。不包括主要职责是安装、销售、维修和技术支持的个人。,0.5059540460000403,未评分
医疗健康 / 医药外包,康龙化成,医药外包,1，	参与腺相关病毒包装质粒设计和优化。 2，	负责开展病毒包装工艺优化，下游分离纯化等实验，并将工艺放大至生产规模。 3，	负责实验方案设计，数据分析，课题报告的撰写。 4，	不断学习和更新对基因治疗相关病毒技术行业走向的前沿知识，并运用到平台技术更新和改进上。 5，	参与病毒研发平台建设。 6，	完成上级安排的其他工作。,31-9092.00,在医生的指导下执行行政和一定的临床职责。行政职责可能包括时间安排、保持医疗记录、为保险目的编码和开具账单。临床职责可能包括测量和记录生命体征和病史、为检查准备患者、抽血，按医生指示给药。,0.5405116364313594,未评分,13-1081.00,分析和协调公司或组织的持续物流职能。负责产品的整个生命周期，包括采购、分配、内部配置、交付和最终资源处理。,0.5188046486635874,未评分,31-2022.00,在物理治疗师或物理治疗助理的密切监督下，在特定情况下只执行委派的、选择的或例行任务。这些职责包括为患者和治疗区域做准备。,0.512832040347826,未评分,41-1011.00,在一个零售单位或部门直接监督和协调零售销售人员的活动。职责可能包括管理职能，如采购、预算、会计和人事工作，以及监督职责。,0.5075609809522238,未评分,43-4051.00,与客户互动，提供关于产品和服务的基本或脚本信息以回答常规询问。可能处理和解决一般投诉。不包括主要职责是安装、销售、维修和技术支持的个人。,0.5059540460000403,未评分
医疗健康 / 医疗器械,怡和嘉业,医疗器械,1、负责协助对公司日常经营活动开展各类常规、专项等审计工作并编制审计报告； 2、负责协助对公司重大经营、财务活动进行审查，提交审计意见； 3、协助对各部门、子公司经营活动合法合规进行审计并出具审计意见； 4、负责审计意见的具体处理，跟进落实并推动整改； 5、建立、健全审计档案，保证资料的及时归档，并负责管理。 6、领导安排的其他工作。,31-9092.00,在医生的指导下执行行政和一定的临床职责。行政职责可能包括时间安排、保持医疗记录、为保险目的编码和开具账单。临床职责可能包括测量和记录生命体征和病史、为检查准备患者、抽血，按医生指示给药。,0.5405135689352278,未评分,13-1081.00,分析和协调公司或组织的持续物流职能。负责产品的整个生命周期，包括采购、分配、内部配置、交付和最终资源处理。,0.5188207516495743,未评分,31-2022.00,在物理治疗师或物理治疗助理的密切监督下，在特定情况下只执行委派的、选择的或例行任务。这些职责包括为患者和治疗区域做准备。,0.512782400263969,未评分,41-1011.00,在一个零售单位或部门直接监督和协调零售销售人员的活动。职责可能包括管理职能，如采购、预算、会计和人事工作，以及监督职责。,0.5074857104214087,未评分,43-4051.00,与客户互动，提供关于产品和服务的基本或脚本信息以回答常规询问。可能处理和解决一般投诉。不包括主要职责是安装、销售、维修和技术支持的个人。,0.5059427263396834,未评分
医疗健康 / 制药,药明生物,制药,1. 负责根据研发报告进行生产批记录母本的设计及签批，执行批记录的签批及下发； 2. 根据工艺特性，对工艺的安全进行初步评估，及时组织和生产团队、SEM以及EHS的同事进行安全评估，必要时组织召开HAZOP评估会议； 3. 负责组织生产技改，并完成相关的EHS或QA变更工作，生产之前组织相关部门完成技改验收，生产结束后跟踪技改复原； 4. 负责与研发团队沟通，并完成生产设备的预定，解决生产现场的技术问题，并根据实际的工作进展及时进行调整 5. 负责解决项目生产期间工厂的所有问题，并对工厂相关团队的工作进行指导，降低生产风险； 6. 负责跟踪原料的到货情况，能够同时处理多个项目，按优先顺序完成工作，以满足预定的时间表 7. 通过与同行科学家的密切互动以及与公司其他人员的合作关系来完成工作任务;在客户需要和指示时与客户进行沟通； 8. 良好的沟通，开放的信息交流和项目团队合作精神能够在个人工作层面上达到工作绩效标准，规定日期内完成任务,31-9092.00,在医生的指导下执行行政和一定的临床职责。行政职责可能包括时间安排、保持医疗记录、为保险目的编码和开具账单。临床职责可能包括测量和记录生命体征和病史、为检查准备患者、抽血，按医生指示给药。,0.5405116364313594,未评分,13-1081.00,分析和协调公司或组织的持续物流职能。负责产品的整个生命周期，包括采购、分配、内部配置、交付和最终资源处理。,0.5188046486635874,未评分,31-2022.00,在物理治疗师或物理治疗助理的密切监督下，在特定情况下只执行委派的、选择的或例行任务。这些职责包括为患者和治疗区域做准备。,0.512832040347826,未评分,41-1011.00,在一个零售单位或部门直接监督和协调零售销售人员的活动。职责可能包括管理职能，如采购、预算、会计和人事工作，以及监督职责。,0.5075609809522238,未评分,43-4051.00,与客户互动，提供关于产品和服务的基本或脚本信息以回答常规询问。可能处理和解决一般投诉。不包括主要职责是安装、销售、维修和技术支持的个人。,0.5059540460000403,未评分
消费品 / 文娱用品/器材,广东万蚁健康产业发展有限公司,文娱用品/器材,1. 设计和制造高质量的渔具产品，包括鱼钩、鱼线、鱼饵、钓箱、钓具、伞、凳子、渔网和鱼护类产品。 2. 确保产品符合质量标准和客户需求，进行质量检测和改进。 3. 研究市场需求和趋势，设计新颖的渔具产品。 4. 与供应商合作，确保原材料的及时供应和质量。 5. 负责生产计划和生产流程管理，以确保按时交付产品。 6. 管理生产团队，指导他们完成生产任务。 7. 解决生产过程中的问题，确保生产效率和质量。 8. 与销售团队合作，提供产品技术支持和市场推广信息。,31-9092.00,在医生的指导下执行行政和一定的临床职责。行政职责可能包括时间安排、保持医疗记录、为保险目的编码和开具账单。临床职责可能包括测量和记录生命体征和病史、为检查准备患者、抽血，按医生指示给药。,0.5405116364313594,未评分,13-1081.00,分析和协调公司或组织的持续物流职能。负责产品的整个生命周期，包括采购、分配、内部配置、交付和最终资源处理。,0.5188046486635874,未评分,31-2022.00,在物理治疗师或物理治疗助理的密切监督下，在特定情况下只执行委派的、选择的或例行任务。这些职责包括为患者和治疗区域做准备。,0.512832040347826,未评分,41-1011.00,在一个零售单位或部门直接监督和协调零售销售人员的活动。职责可能包括管理职能，如采购、预算、会计和人事工作，以及监督职责。,0.5075609809522238,未评分,43-4051.00,与客户互动，提供关于产品和服务的基本或脚本信息以回答常规询问。可能处理和解决一般投诉。不包括主要职责是安装、销售、维修和技术支持的个人。,0.5059540460000403,未评分
医疗健康 / 医药外包,康龙化成,医药外包,l  作为QC方法的专家，研究和掌握QC基本检测方法的原理，仪器原理，并能及时发现和解决QC方法问题。 l  执行和遵循QC实验室GMP标准操作流程完成原辅料和产品的检测任务，撰写和升级QC检测方法，按时记录实验数据，完成相应报告，保证数据真实和完整性。 l  参与原辅料和产品的质量标准制定，并对质量标准的制定提供科学依据。 l  协助实验室的OOS/OOT和偏差调查。 l  支持内部和外部审计和监管机构的GMP核查。 l  主导方法转移和验证工作。 l  支持项目管理工作。 l  保持与方法开发部门或者外部服务商的沟通和交流。,31-9092.00,在医生的指导下执行行政和一定的临床职责。行政职责可能包括时间安排、保持医疗记录、为保险目的编码和开具账单。临床职责可能包括测量和记录生命体征和病史、为检查准备患者、抽血，按医生指示给药。,0.5405116364313594,未评分,13-1081.00,分析和协调公司或组织的持续物流职能。负责产品的整个生命周期，包括采购、分配、内部配置、交付和最终资源处理。,0.5188046486635874,未评分,31-2022.00,在物理治疗师或物理治疗助理的密切监督下，在特定情况下只执行委派的、选择的或例行任务。这些职责包括为患者和治疗区域做准备。,0.512832040347826,未评分,41-1011.00,在一个零售单位或部门直接监督和协调零售销售人员的活动。职责可能包括管理职能，如采购、预算、会计和人事工作，以及监督职责。,0.5075609809522238,未评分,43-4051.00,与客户互动，提供关于产品和服务的基本或脚本信息以回答常规询问。可能处理和解决一般投诉。不包括主要职责是安装、销售、维修和技术支持的个人。,0.5059540460000403,未评分
消费品 / 文娱用品/器材,唯迹科技,电子商务,1、协助业务负责人推进业务经营，通过财务模型快速识别业务中各类项目的风险与核心指标，提示业务风险并能给出解决方案或给与决策支持； 2、持续优化预算体系，组织业务完成预算规划与编制，根据业务特性做好日常预算的管控，,31-9092.00,在医生的指导下执行行政和一定的临床职责。行政职责可能包括时间安排、保持医疗记录、为保险目的编码和开具账单。临床职责可能包括测量和记录生命体征和病史、为检查准备患者、抽血，按医生指示给药。,0.5404831937050497,未评分,13-1081.00,分析和协调公司或组织的持续物流职能。负责产品的整个生命周期，包括采购、分配、内部配置、交付和最终资源处理。,0.5187429348416973,未评分,31-2022.00,在物理治疗师或物理治疗助理的密切监督下，在特定情况下只执行委派的、选择的或例行任务。这些职责包括为患者和治疗区域做准备。,0.5127766412619921,未评分,41-1011.00,在一个零售单位或部门直接监督和协调零售销售人员的活动。职责可能包括管理职能，如采购、预算、会计和人事工作，以及监督职责。,0.5074873659150003,未评分,43-4051.00,与客户互动，提供关于产品和服务的基本或脚本信息以回答常规询问。可能处理和解决一般投诉。不包括主要职责是安装、销售、维修和技术支持的个人。,0.5058903728764461,未评分
医疗健康 / 医药外包,康龙化成,医药外包,1. 作为QC方法的专家，研究和掌握QC基本检测方法的原理，仪器原理，并能及时发现和解决QC方法问题。 2. 执行和遵循QC实验室GMP标准操作流程完成原辅料和产品的检测任务，撰写和升级QC检测方法，按时记录实验数据，完成相应报告，保证数据真实和完整性。 3. 参与原辅料和产品的质量标准制定，并对质量标准的制定提供科学依据。 4. 协助实验室的OOS/OOT和偏差调查。 5. 支持内部和外部审计和监管机构的GMP核查。 6. 主导方法转移和验证工作。 7. 支持项目管理工作。 8. 保持与方法开发部门或者外部服务商的沟通和交流。,31-9092.00,在医生的指导下执行行政和一定的临床职责。行政职责可能包括时间安排、保持医疗记录、为保险目的编码和开具账单。临床职责可能包括测量和记录生命体征和病史、为检查准备患者、抽血，按医生指示给药。,0.5404831937050497,未评分,13-1081.00,分析和协调公司或组织的持续物流职能。负责产品的整个生命周期，包括采购、分配、内部配置、交付和最终资源处理。,0.5187429348416973,未评分,31-2022.00,在物理治疗师或物理治疗助理的密切监督下，在特定情况下只执行委派的、选择的或例行任务。这些职责包括为患者和治疗区域做准备。,0.5127766412619921,未评分,41-1011.00,在一个零售单位或部门直接监督和协调零售销售人员的活动。职责可能包括管理职能，如采购、预算、会计和人事工作，以及监督职责。,0.5074873659150003,未评分,43-4051.00,与客户互动，提供关于产品和服务的基本或脚本信息以回答常规询问。可能处理和解决一般投诉。不包括主要职责是安装、销售、维修和技术支持的个人。,0.5058903728764461,未评分
医疗健康 / 医疗器械,华润新龙,医药流通,1、负责公司经营品种的采购工作，指导销售人员对销售的药品进行定价及销量的审核。 2、负责销售部门或市场反馈的新品种情况合理的采购新品。 3、负责与上游厂家采购协议的签订工作，按协议回收相应的返利。 4、负责扩展公司药品的采购渠道，保证公司经营的药品供给。 5、负责GSP所需要厂家资料的催收工作。 6、保健品、食品、非药品采购、药品采购，本公司是流通企业，需要具有成熟采购员的管理经验，流通企业相似的精细化管理、非药品的成熟渠道，采购销为一体。,31-9092.00,在医生的指导下执行行政和一定的临床职责。行政职责可能包括时间安排、保持医疗记录、为保险目的编码和开具账单。临床职责可能包括测量和记录生命体征和病史、为检查准备患者、抽血，按医生指示给药。,0.5405116364313594,未评分,13-1081.00,分析和协调公司或组织的持续物流职能。负责产品的整个生命周期，包括采购、分配、内部配置、交付和最终资源处理。,0.5188046486635874,未评分,31-2022.00,在物理治疗师或物理治疗助理的密切监督下，在特定情况下只执行委派的、选择的或例行任务。这些职责包括为患者和治疗区域做准备。,0.512832040347826,未评分,41-1011.00,在一个零售单位或部门直接监督和协调零售销售人员的活动。职责可能包括管理职能，如采购、预算、会计和人事工作，以及监督职责。,0.5075609809522238,未评分,43-4051.00,与客户互动，提供关于产品和服务的基本或脚本信息以回答常规询问。可能处理和解决一般投诉。不包括主要职责是安装、销售、维修和技术支持的个人。,0.5059540460000403,未评分
医疗健康 / 医疗器械,杭州百诚医药科技股份有限公司,制药,1.方案起草：协助质量工程师对各项目研究中所需要的对照品、试剂的规格、级别、厂家、用量等信息进行统计及申购； 2、验证完成后，起草验证报告； 3、协助质量研究员起草质量标准、检验SOP及原始记录模板； 4、按质量标准对影响因素样品和加速长期样品进行检测 5、对检测结果进行汇总分析，并起草稳定性申报资料； 6、协助质量研究员完成申报资料及原始记录归档； 7、跟踪检测： 8、对送检样品进行跟踪检测，并及时完成原始记录、出具检验报告；,31-9092.00,在医生的指导下执行行政和一定的临床职责。行政职责可能包括时间安排、保持医疗记录、为保险目的编码和开具账单。临床职责可能包括测量和记录生命体征和病史、为检查准备患者、抽血，按医生指示给药。,0.5405116364313594,未评分,13-1081.00,分析和协调公司或组织的持续物流职能。负责产品的整个生命周期，包括采购、分配、内部配置、交付和最终资源处理。,0.5188046486635874,未评分,31-2022.00,在物理治疗师或物理治疗助理的密切监督下，在特定情况下只执行委派的、选择的或例行任务。这些职责包括为患者和治疗区域做准备。,0.512832040347826,未评分,41-1011.00,在一个零售单位或部门直接监督和协调零售销售人员的活动。职责可能包括管理职能，如采购、预算、会计和人事工作，以及监督职责。,0.5075609809522238,未评分,43-4051.00,与客户互动，提供关于产品和服务的基本或脚本信息以回答常规询问。可能处理和解决一般投诉。不包括主要职责是安装、销售、维修和技术支持的个人。,0.5059540460000403,未评分
医疗健康 / 制药,药明生物,制药,1. 通过2-3个轮岗机会，精通QC实验室常见检项，如： 1) 理化仪器分析：HPLC、毛细管电泳（CE/cIEF）等 2) 生化分析：酶联免疫反应（ELISA）、qPCR、SDS-PAGE、Western-blot等 3) 微生物检测：内毒素、微生物含量、无菌、容器密闭性检测等 4) 生物活性检测：ELISA、Cell-based assay、ADCC、假病毒中和活性等 2. 掌握以上检项的技术原理，熟悉分析仪器的使用，使用合适的统计学工具完成数据分析和分析方法性能监控； 3. 独立进行或指导其他研究员依据GMP相关SOP进行系统的方法评估实验设计，撰写并审核方法转移/确认/验证方案及报告；撰写并审核标准操作规程（SOP）； 4. 熟悉生物制药相关GMP和质量体系，具有处理相关实验室调查，偏差调查等质量事件的能力，积极配合项目相关的内外部审计工作； 5. 可以同时进行QC项目管理工作，作为项目function leader，与客户进行沟通交流（中英文），更新汇报项目检项相关数据和活动进展，推动项目顺利完成，协助项目在国内外申报；,31-9092.00,在医生的指导下执行行政和一定的临床职责。行政职责可能包括时间安排、保持医疗记录、为保险目的编码和开具账单。临床职责可能包括测量和记录生命体征和病史、为检查准备患者、抽血，按医生指示给药。,0.5405116364313594,未评分,13-1081.00,分析和协调公司或组织的持续物流职能。负责产品的整个生命周期，包括采购、分配、内部配置、交付和最终资源处理。,0.5188046486635874,未评分,31-2022.00,在物理治疗师或物理治疗助理的密切监督下，在特定情况下只执行委派的、选择的或例行任务。这些职责包括为患者和治疗区域做准备。,0.512832040347826,未评分,41-1011.00,在一个零售单位或部门直接监督和协调零售销售人员的活动。职责可能包括管理职能，如采购、预算、会计和人事工作，以及监督职责。,0.5075609809522238,未评分,43-4051.00,与客户互动，提供关于产品和服务的基本或脚本信息以回答常规询问。可能处理和解决一般投诉。不包括主要职责是安装、销售、维修和技术支持的个人。,0.5059540460000403,未评分
医疗健康 / 制药,药明生物,制药,1. 通过2-3个轮岗机会，精通QC实验室常见检项，如： 1) 理化仪器分析：HPLC、毛细管电泳（CE/cIEF）等 2) 生化分析：酶联免疫反应（ELISA）、qPCR、SDS-PAGE、Western-blot等 3) 微生物检测：内毒素、微生物含量、无菌、容器密闭性检测等 4) 生物活性检测：ELISA、Cell-based assay、ADCC、假病毒中和活性等 2. 掌握以上检项的技术原理，熟悉分析仪器的使用，使用合适的统计学工具完成数据分析和分析方法性能监控； 3. 独立进行或指导其他研究员依据GMP相关SOP进行系统的方法评估实验设计，撰写并审核方法转移/确认/验证方案及报告；撰写并审核标准操作规程（SOP）； 4. 熟悉生物制药相关GMP和质量体系，具有处理相关实验室调查，偏差调查等质量事件的能力，积极配合项目相关的内外部审计工作； 5. 可以同时进行QC项目管理工作，作为项目function leader，与客户进行沟通交流（中英文），更新汇报项目检项相关数据和活动进展，推动项目顺利完成，协助项目在国内外申报；,31-9092.00,在医生的指导下执行行政和一定的临床职责。行政职责可能包括时间安排、保持医疗记录、为保险目的编码和开具账单。临床职责可能包括测量和记录生命体征和病史、为检查准备患者、抽血，按医生指示给药。,0.5405116364313594,未评分,13-1081.00,分析和协调公司或组织的持续物流职能。负责产品的整个生命周期，包括采购、分配、内部配置、交付和最终资源处理。,0.5188046486635874,未评分,31-2022.00,在物理治疗师或物理治疗助理的密切监督下，在特定情况下只执行委派的、选择的或例行任务。这些职责包括为患者和治疗区域做准备。,0.512832040347826,未评分,41-1011.00,在一个零售单位或部门直接监督和协调零售销售人员的活动。职责可能包括管理职能，如采购、预算、会计和人事工作，以及监督职责。,0.5075609809522238,未评分,43-4051.00,与客户互动，提供关于产品和服务的基本或脚本信息以回答常规询问。可能处理和解决一般投诉。不包括主要职责是安装、销售、维修和技术支持的个人。,0.5059540460000403,未评分
消费品 / 文娱用品/器材,宁波瑞孚工业集团有限公司,日化,1、	建立质量体系管理组织、质量手册及质量方针并报批发布 2、	梳理和建立各事业部、各级管理程序、制度、流程文件 3、	监督和指导各事业部、部门完成二、三级文件的编制工作 4、	梳理和建立制造中心品质管理制度 5、	牵头编制各事业部品质管理职能、架构和岗位 6、	分解各事业部年度质量管理目标和考核指标 7、	负责稽核各事业部品质管理和标准执行符合性并落实改善 8、	负责对接客户审核验厂 9、	主导编制各类产品质量标准 10、牵头组织各事业部编制和完善产品检验标准 11、	负责主导内外部重大品质问题的专项改善工作 12、参与评价各事业部主管级以上质量管理人员的胜任能力,31-9092.00,在医生的指导下执行行政和一定的临床职责。行政职责可能包括时间安排、保持医疗记录、为保险目的编码和开具账单。临床职责可能包括测量和记录生命体征和病史、为检查准备患者、抽血，按医生指示给药。,0.5405116364313594,未评分,13-1081.00,分析和协调公司或组织的持续物流职能。负责产品的整个生命周期，包括采购、分配、内部配置、交付和最终资源处理。,0.5188046486635874,未评分,31-2022.00,在物理治疗师或物理治疗助理的密切监督下，在特定情况下只执行委派的、选择的或例行任务。这些职责包括为患者和治疗区域做准备。,0.512832040347826,未评分,41-1011.00,在一个零售单位或部门直接监督和协调零售销售人员的活动。职责可能包括管理职能，如采购、预算、会计和人事工作，以及监督职责。,0.5075609809522238,未评分,43-4051.00,与客户互动，提供关于产品和服务的基本或脚本信息以回答常规询问。可能处理和解决一般投诉。不包括主要职责是安装、销售、维修和技术支持的个人。,0.5059540460000403,未评分
医疗健康 / 医疗器械,江苏海岸药业有限公司,制药,1、严格按照GMP、岗位SOP、设备操作SOP、批记录等要求进行生产操作，生产前核对领取的原辅料包材和中间产品的品名、规格、批号、编号与生产指令单一致。 2、生产结束后对生产场所进行清场，清物料、设备清洁、生产区域清洁、现场状态标识更换。,31-9092.00,在医生的指导下执行行政和一定的临床职责。行政职责可能包括时间安排、保持医疗记录、为保险目的编码和开具账单。临床职责可能包括测量和记录生命体征和病史、为检查准备患者、抽血，按医生指示给药。,0.5405116364313594,未评分,13-1081.00,分析和协调公司或组织的持续物流职能。负责产品的整个生命周期，包括采购、分配、内部配置、交付和最终资源处理。,0.5188046486635874,未评分,31-2022.00,在物理治疗师或物理治疗助理的密切监督下，在特定情况下只执行委派的、选择的或例行任务。这些职责包括为患者和治疗区域做准备。,0.512832040347826,未评分,41-1011.00,在一个零售单位或部门直接监督和协调零售销售人员的活动。职责可能包括管理职能，如采购、预算、会计和人事工作，以及监督职责。,0.5075609809522238,未评分,43-4051.00,与客户互动，提供关于产品和服务的基本或脚本信息以回答常规询问。可能处理和解决一般投诉。不包括主要职责是安装、销售、维修和技术支持的个人。,0.5059540460000403,未评分
医疗健康 / 医药外包,杭州诺泰澳赛诺医药技术开发有限公司,医药外包,1、协助完成人力资源基础性工作。 2、以协助社会招聘和校园招聘为主，包括但不限于招聘宣传、招聘信息发布、简历筛选、电话沟通、面试邀约、面试接待、薪酬沟通、入职办理等。 3、协助完成其他人力资源基础工作，根据实际情况安排。,31-9092.00,在医生的指导下执行行政和一定的临床职责。行政职责可能包括时间安排、保持医疗记录、为保险目的编码和开具账单。临床职责可能包括测量和记录生命体征和病史、为检查准备患者、抽血，按医生指示给药。,0.5405116364313594,未评分,13-1081.00,分析和协调公司或组织的持续物流职能。负责产品的整个生命周期，包括采购、分配、内部配置、交付和最终资源处理。,0.5188046486635874,未评分,31-2022.00,在物理治疗师或物理治疗助理的密切监督下，在特定情况下只执行委派的、选择的或例行任务。这些职责包括为患者和治疗区域做准备。,0.512832040347826,未评分,41-1011.00,在一个零售单位或部门直接监督和协调零售销售人员的活动。职责可能包括管理职能，如采购、预算、会计和人事工作，以及监督职责。,0.5075609809522238,未评分,43-4051.00,与客户互动，提供关于产品和服务的基本或脚本信息以回答常规询问。可能处理和解决一般投诉。不包括主要职责是安装、销售、维修和技术支持的个人。,0.5059540460000403,未评分
